3.3756,-4.0951,4.367,1.0698,0
-5.525,6.3258,0.8976799999999999,-6.6241,1
-7.0421,9.2,0.25933,-4.6832,1
2.6682,10.216,-3.4414,-4.0069,0
-0.40951,-0.15521,0.060545,-0.08880700000000001,1
3.6244,1.4609,1.3501,1.9284,0
-1.3,10.2678,-2.9530000000000003,-5.8638,0
3.4893,6.69,-1.2042,-0.38751,0
-1.8348,11.0334,3.1863,-4.8888,0
3.5829,1.4423,1.0219,1.4008,0
-2.5899,-0.3911,0.93452,0.42972,1
-0.66008,-3.2260000000000004,3.8058,1.1836,1
-0.025314,-0.17382999999999998,-0.11339,1.2198,1
-0.88728,2.8080000000000003,-3.1432,-1.2035,1
4.6361,-2.6611,2.8358,1.1991,0
4.2772,2.4955,0.48554,0.36119,0
2.8521,9.171,-3.6461,-1.2047,0
-1.4454,-8.4385,8.8483,0.96894,1
3.482,-4.1634,3.5008,-0.078462,0
-0.78289,11.3603,-0.37644,-7.0495,0
5.0214,8.0764,-3.0515,-1.7155,0
0.19081,9.1297,-3.725,-5.8224,0
-0.83121,0.039307,0.05369,-0.23105,1
1.3518,1.0595,-2.3437,0.39998,1
1.8993,7.6625,0.15394000000000002,-3.1108,0
0.5195,-3.2633,3.0895,-0.9849,0
0.24261,0.57318,-1.9402,0.44007,1
-2.456,-0.24418,1.4041,-0.45863,1
-0.86339,1.9348,-2.3729,-1.0897,1
-1.8411,10.8306,2.769,-3.0901,0
-2.7908,-5.7133,5.9529999999999985,0.45946,1
2.8232,10.8513,-3.1466,-3.9784,0
-2.565,-5.7899,6.0122,0.046968,1
-2.62,-6.8555,6.2169,-0.62285,1
2.9421,7.4101,-0.97709,-0.8840600000000001,0
-4.6338,-12.7509,16.7166,-3.2168,1
2.2279,4.0951,-4.8037,-2.1112,1
-0.24037,-1.7837,2.135,1.2418,1
-0.53072,-0.097265,-0.21793,1.0426,1
1.742,-4.809,8.2142,-2.0659,0
3.245,6.63,-0.63435,0.8693700000000001,0
-1.6162,0.80908,8.1628,0.60817,0
3.2414,0.40971,1.4015,1.1952,0
-0.24811,-0.17797000000000002,4.9068,0.15429,0
0.5195,-3.2633,3.0895,-0.9849,0
5.807,5.0097,-2.2384,0.43878,0
2.6881,6.0195,-0.4664100000000001,-0.6926800000000001,0
-3.5801,-12.9309,13.1779,-2.5677,1
2.8297,6.3485,-0.73546,-0.58665,0
-3.5916,-6.2285,10.2389,-1.1543,1
-4.9462,3.5716,0.82742,-1.4957,1
1.9429,6.3961,0.092248,0.58102,0
0.66365,-0.045533,-0.18794,0.23447,1
-0.77288,-7.4473,6.492000000000001,0.36119,1
0.51947,-3.2633,3.0895,-0.98492,0
-1.1313,1.9037,7.5339,1.022,0
4.5707,7.2094,-3.2794,-1.4944,0
-2.3629,-0.10554,1.9336,1.1358,1
5.2423,11.0272,-4.353,-4.1013,0
-3.518,2.8763,0.1548,-1.2086,1
1.941,0.46351,4.6472,1.0879,0
-1.8391,-9.0883,9.2416,-0.10432,1
2.4196,6.4665,-0.75688,0.228,0
-2.6479,10.1374,-1.331,-5.4707,0
0.75108,1.9161,-3.1098,-0.20518000000000006,1
-4.1958,-8.1819,12.1291,-1.6017,1
-3.8552,3.5219,-0.38415,-3.8608,1
-0.49948,1.7734,-2.2469,-0.68104,1
4.2164,9.4607,-4.9288,-5.2366,0
0.96708,3.8426,-4.9314,-4.1323,1
0.77445,9.0552,-2.4089,-1.3884,0
0.5593899999999999,-0.3104,0.18307,0.44653,1
4.8906,-3.3584,3.4202,1.0905,0
0.17346,7.8695,0.26876,-3.7883,0
5.591,10.4643,-4.3839,-4.3379,0
2.0597,-0.99326,5.2119,-0.29312,0
-1.9409,-8.6848,9.155,0.94049,1
3.8481,10.1539,-3.8561,-4.2228,0
0.60731,3.9544,-4.772,-4.4853,1
-7.0364,9.2931,0.16594,-4.5396,1
-1.9922,11.6542,2.6542,-5.2107,0
6.5633,9.8187,-4.4113,-3.2258,0
2.805,0.5773199999999999,1.3424,1.2133,0
4.8077,2.2327,-0.26334,1.5534,0
-2.2261,12.5398,2.9438,-3.5258,0
-3.5895,-6.572,10.5251,-0.16380999999999998,1
-1.9389,1.5706,0.045979,-1.122,1
2.9856,7.2673,-0.409,-2.2431,0
2.5328,7.528,-0.41929,-2.6478,0
-5.2406,6.6258,-0.19908,-6.8607,1
-0.8954200000000001,2.0279,-2.3652,-1.2746,1
-2.8391,-6.63,10.4849,-0.42113,1
2.3917,4.5565,-4.9888,-2.8987,1
-2.4473,12.6247,0.73573,-7.6612,0
-0.014902,-1.0243,-0.94024,0.64955,1
-5.4808,8.1819,0.27818000000000004,-5.0323,1
